dysrhythmia,  திரிபுத்துடிப்பு, 
dystomia,  பிறழ்வு தசையியக்க நோயியம், தசை இயல்பிறுக்கத் தளர்வு, 
dystonia,  திரிபுத்திட்பம்;- இயல்பிறுக்க மாறுபாடுகள், 
ear canal,  செவிக் குழல்// செவிக் கால்வாய், 
ear lobule,  செவிச் சிறுமடல், 
ear muscles,  செவித்தசைகள், 
ear ossides,  செவியெலும்புகள், 
early acquired syphilis,  ஈட்டிய இளநிலைக் கிரந்தி, 
early syphilis,  இளநிலைக் கிரந்தி, 
easing factors,  தளர்விக்கும் காரணிகள், 
ebners gland,  எப்னர் சுரப்பி, 
ebolism,  உள்ளெரிகை, 
eccrine sweat glands,  வியர்வைச் சுரப்பி, 
ecg monitoring,  இதய மின்னலை வரைவுக் கண்காணிப்பு, 
echinococcus,  எகினோகாக்கஸ்; நாய் நாடாப் புழு, 
echo cardiogram,  இதய எதிரொலி வரை;- இருதய நுண்எதிரொலிப் பதிவு, 
echo encephalography,  மூளை ஒலி வரைவு, 
echo vision,  எதிரொலிப் பார்வை, 
ecoid,  செவ்வணு அனைய, 
ecto cervix,  புறக்கந்தரம், 
ectocolon,  பெருங்குடல் தளர்ச்சி, 
ectopic gestation,  மாற்றிடக் கருவுறல், 
ectopic kidney,  மாற்றிடச் சிறுநீரகம், 
eczema atopic dermatitis,  ஒவ்வாமைத் தோலழற்சி, 
edentulous jaw,  பல்லில்லாத் தாடை, 
edinger westphal nucleus,  எடிங்கர் வெஸ்ட்பால் மாழை, 
edward syndrome,  எட்வர்ட் நோயியம், 
effacement,  சேர்ந்திணைவு// சேர்ந்திணைதல், 
effector organ,  இயக்க உறுப்பு// செயலூக்கியுறுப்பு, 
efferent fibres,  வெளிவரும் இழைகள்/ வெளிவரு இழை, 
efferent nerve fibres,  வெளிச்செல் நரம்பிழைகள், புறமுறு நரம்பிழைகள், 
efferent neuron,  இயல் நரம்பணு, 
efflurage,  மென்பிசைவு, 
eggwater,  அண்ட நீர், 
ego defense mechanisms,  ஆணவக் காப்புச் செயல்பாடுகள், 
ehlers danlos syndrome,  ஏலர் டான்லாஸ் நோயியம், 
ejaculatory disturbance,  விந்து வெளியேற்றக் கோளாறு, 
ejection fraction,  வீச்சுப் பகவு, 
ejection phase,  வீச்சுப் படிநிலை, 
elastic compression,  நெகிழ்திற அமுக்கம், 
elastic fibre,  இசியிழை: மீள்திற நாரிழை; நெகிழ்தகு நாரிழை, 
elastic knee guard,  முழங்கால் மீட்சிக் காப்பு: முழங்கால் நெகிழ் காப்பு, 
elastic recoil,  நெகிழ்வு மீள்சுருள்மை, 
elastic tissue,  நெகிழ்த் திசு: மீள்திசு: மீள்திறத் திசு: மீட்சியிழைமம், 
elasticus,  மீள்தன்மை கொண்ட, 
elastocrepe bandage,  மீள்காப்புறை, 
elective,  தெரிவுறு, 
elective caesarean,  தெரிவுறு அறுவைப்பேறு, 
electric cataract,  மின்விளை புரை, 
electric tooth brush,  மின்னியக்கத் துலக்கி, 
electrical burns,  மின்னெரி காயம், 
electrical impulses,  மின் உந்தல்கள்: மின்-கணத் தாக்குகள் மின் அலைத் துடிப்புகள், 
electrical retinogram,  விழித்திரை மின்னலை வரைபடம், 
electro cautery,  மின் தீய்ப்பான், 
electro encephalo graphy,  மூளை மின் வரைவு, 
electro encephalogram,  மூளை மின் வரைபடம், 
electro magnetic fields,  மின்காந்தப் புலங்கள், 
electro myography,  தசை மின் வரைவு, 
electrodermatome,  மின்-தோல்செதுக்கி: மின் தோல் செதுக்கி, 
electrodiaphake,  மின்வழி வில்லை நீக்கி, 
electromyogram,  தசை மின்பதிவு, தசைமின் வரையம், தசை மின்வரைவு, 
electroparacentesis,  மின்வழி விழித் துளைத்தல், 
electrophoretic,  மின்னாற்பகுக்கப்பட்ட, 
elephantiais,  யானைக்கால், 
elephantiasis of vulva,  அல்குல் யானை வீக்கம், 
eligible couple,  தகுதியான இணையர், 
embolectomy,  உறைவுக்கட்டி நீக்கறுவை;- இரத்தக்கட்டி நீக்கம், தக்கையெடுப்பு, 
embryo toxicity,  கருநச்சுத்தன்மை, 
embryologist,  கருவியலாளர்// சுருவியலர், 
embryonal sarcoma,  கருப் புற்று, 
embryonic mass,  கருத்திரள், 
embryonic nutrition,  கரு ஊட்டம், 
embryonic pole,  கருவொட்டு மூளை, 
emmetropia,  சரிஅளவைப் பார்வை, பார்வைத் தெளிவு, தெண்பார்வை, 
pulmonary embolism,  நுரையீரல் வளித்தேக்கம்; நுரையீரல் - தக்கையடைப்பு, 
empty socket,  விழியிலாக் குழி, 
empyema,  சீழியம், ஈரல்பை, புடைக்குழிச்-சீழ், 
emulsifying agents,  குழம்பாக்கிகள், 
enamel hypoplasia,  சிப்பி குறைவளர்ச்சி// சிப்பிக் குறைவளர்ச்சி, 
enamel lamella,  சிப்பிச் செதில்கள்// சிப்பிச் செதிள்கள், 
enamel organ,  சிப்பியுறுப்புகள், பற்சிப்பி உறுப்பு, 
enamel pearl,  பற்சிப்பி முத்து, 
enamel pulp,  பற்சிப்பிக் கூழ்// சிப்பிக்கூழ், 
enamel spindle,  சிப்பிக் கதிர்// சிப்பிக்கதிர், 
enameloma,  சிப்பிக் கட்டி, 
enanthema,  உள்ளெழல், உள்ளரும்புகள், 
encephalocoele,  மூளைப்பிதுக்கம்: மூளையிறக்கம், 
enchondroma,  குருத்தெலும்புத் திசுக்கட்டி/ குருத்தெலும்புப்புற்று/ குருத்தெலும்புப் புற்று குருத்தெலும்பு இழையக்கட்டி, 
encopresis,  மலவீழ்ச்சி, படுக்கையில் மலம் கழித்தல், 
end diastolic volume,  விரிவநிறைவுக் கொள்ளளவு, 
endathellial injury,  அடித்தோல் காயம், 
endemic flurosis,  உள்ளுறு ஃப்ளுரின் நச்சு, 
endo cervix,  கருப்பை உள்கழுத்து, 
endo skeleton,  அகச் சட்டகம், 
endo thoracic fascia,  நெஞ்சகப் படலையம், 
endocardial cushion defects,  இதய அக அணைவுக் கோளாறுகள், 
